"","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","ExterQual","ExterCond","GarageQual","GarageCond","FireplaceQu","KitchenQual","HeatingQC","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinType2","Functional","GarageFinish","Fence","NewerDwelling","RegularLotShape","LandLeveled","LandSlopeGentle","ElectricalSB","GarageDetchd","HasPavedDrive","HasWoodDeck","Has2ndFlr","HasMasVnr","HasShed","Remodeled","RecentRemodel","NewHouse","HasX2ndFlrSF","HasMasVnrArea","HasWoodDeckSF","HasOpenPorchSF","HasEnclosedPorch","HasX3SsnPorch","HasScreenPorch","HighSeason","NbrhRich","NeighborhoodBin","PartialPlan","TotalArea","AreaInside","Age","TimeSinceSold","YearSinceRemodel","SalePrice"
"378",60,102,11143,8,5,6,6,0,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,6,2,610,159,214,0,0,0,0,0,12,6,4,3,3,3,4,4,4,4,1,1,1,7,1,3,14,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,3,0,20320,2466,6,3,2,340000
"379",20,88,11394,9,2,6,6,350,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,6,3,834,113,0,0,0,0,0,0,6,6,4,3,3,3,5,5,4,5,3,6,1,7,2,3,9,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,4,1,20203,1856,0,0,0,394432
"380",60,60,8123,6,5,6,6,16,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,6,2,463,100,63,0,0,0,0,0,6,6,3,3,3,3,3,3,4,4,1,1,1,7,2,3,14,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,14389,1800,10,1,9,179000
"381",50,50,5000,5,6,2,3,0,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,2,1,308,0,0,242,0,0,0,0,5,6,3,3,3,3,4,4,2,3,1,2,1,7,1,3,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,2,0,11034,1691,86,0,60,127000
"382",20,60,7200,7,5,6,6,0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,6,2,572,216,121,0,0,0,0,0,8,6,4,3,3,3,4,4,4,4,1,1,1,7,1,3,9,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,3,1,13357,1301,4,4,0,187750
"383",60,79,9245,7,5,6,6,0,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,6,2,639,144,53,0,0,0,0,0,4,6,4,3,3,3,0,4,4,4,3,1,1,7,1,3,14,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,15632,1797,4,3,1,213500
"384",45,60,9000,6,3,2,3,0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,3,2,360,0,0,91,0,0,0,0,10,6,3,3,2,2,0,3,2,2,1,1,1,7,1,3,6,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,2,0,12647,784,82,1,59,76000
"385",60,80.5,53107,6,5,6,6,0,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,6,2,501,216,231,0,0,0,0,0,6,6,4,3,3,3,2,4,4,4,3,6,1,7,2,3,14,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3,0,61201.5,1953,18,3,15,240000
"386",120,43,3182,8,5,6,6,16,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,6,2,430,146,20,0,0,144,0,0,4,6,4,3,3,3,3,4,4,4,1,6,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,9031,1269,6,0,5,192000
"387",50,58,8410,5,3,1,6,0,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,1,0,0,0,151,0,0,0,0,0,5,6,3,2,0,0,0,3,2,3,1,1,1,7,0,3,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,12303,1184,100,4,10,81000
"388",80,72,7200,6,6,5,5,255,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,5,1,352,296,0,0,0,0,0,0,10,6,3,3,3,3,2,3,4,3,3,5,1,7,1,0,8,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,12507,1125,34,1,33,125000
"389",20,93,9382,7,5,6,6,125,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,6,2,577,120,25,0,0,0,0,0,7,6,4,3,3,3,0,4,4,4,1,1,1,7,1,3,9,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,2,0,16216,1479,11,2,8,191000
"390",60,96,12474,10,5,6,6,272,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,6,3,846,196,134,0,0,0,0,0,8,6,5,3,3,3,5,5,4,5,3,6,1,7,2,3,14,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,4,1,22046,2332,3,2,0,426000
"391",50,50,8405,5,8,1,3,0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,5,1,384,0,130,112,0,0,0,0,4,6,3,3,3,3,0,3,4,3,1,3,4,7,1,2,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,13537,1367,110,2,58,119000
"392",60,71,12209,6,5,6,6,0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,6,2,560,125,192,0,0,0,0,0,6,6,3,3,3,3,3,4,4,5,1,5,1,7,2,3,14,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,18687,1961,9,1,7,215000
"393",20,73,8339,5,7,4,4,0,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,4,1,294,0,0,0,0,0,0,1200,7,6,3,3,3,3,0,3,2,0,0,1,1,7,1,2,9,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,2,0,10470,882,51,3,48,106500
"394",30,51,7446,4,5,3,3,0,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,3,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,3,3,2,3,1,3,1,7,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,10649,788,69,4,56,100000
"395",50,60,10134,5,6,3,3,0,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,3,1,240,0,39,0,0,0,0,0,7,6,3,3,3,3,0,3,3,3,1,1,1,7,1,3,4,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,14011,1034,70,3,57,109000
"396",20,68,9571,5,6,4,4,0,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,4,1,596,44,0,0,0,0,0,0,6,6,3,3,3,3,0,3,2,3,3,4,1,7,1,3,9,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,14855,1144,54,0,54,129000
"397",20,60,7200,5,5,5,5,0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,5,2,600,215,0,0,0,0,0,0,9,6,3,3,3,3,0,3,2,3,3,3,1,7,1,3,9,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,0,11651,894,38,1,37,123000
"398",60,69,7590,5,5,4,4,288,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,4,1,264,0,168,0,0,0,0,0,7,6,3,3,3,3,3,3,2,3,1,5,1,7,1,3,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,2,0,13731,1812,48,3,45,169500
"399",30,60,8967,5,2,2,3,0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,2,1,338,0,0,0,0,0,0,0,11,6,3,2,1,1,0,3,3,2,1,1,1,2,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,13441,1077,90,3,57,67000
"400",60,65,8125,7,5,6,6,100,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,6,2,438,0,168,0,0,0,0,0,10,6,4,3,3,3,0,4,4,4,1,6,1,7,2,3,14,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,3,0,14180,1550,4,1,2,241000
"401",120,38,14963,8,5,6,6,0,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,6,2,500,120,30,0,0,224,0,0,12,6,4,3,3,3,4,5,4,4,1,6,1,7,2,3,13,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,20971,1288,14,2,12,245500
"402",20,65,8767,7,5,6,6,0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,6,2,400,0,0,0,0,0,0,0,7,6,4,3,3,3,4,4,4,4,3,6,1,7,2,3,9,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,1,14472,1310,5,4,1,164990
"403",30,60,10200,5,8,3,6,0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,3,1,240,168,0,0,0,0,0,0,8,6,3,3,3,3,0,3,4,3,1,1,1,7,1,4,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,13356,672,70,2,11,108000
"404",60,93,12090,8,5,6,6,650,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,6,2,420,144,123,0,0,0,0,0,7,6,4,3,3,3,3,4,3,4,1,1,1,7,2,3,14,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,20328,2263,12,4,8,258000
"405",60,64,10364,6,5,6,6,0,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,6,2,373,0,40,0,0,0,0,0,5,6,3,3,3,3,3,3,3,4,1,1,1,7,2,3,14,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,2,0,15597,1572,15,3,11,168000
"406",20,72,9991,4,4,5,6,0,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,6,2,490,120,78,0,0,0,0,0,6,6,3,3,3,3,3,3,4,3,1,4,1,3,1,0,9,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,16553,1620,34,1,16,150000
"407",50,51,10480,6,5,3,3,0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,3,1,240,0,0,0,0,0,0,0,3,6,3,3,3,3,0,3,4,3,1,1,1,2,1,3,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,2,0,16177,1166,74,2,58,115000
"408",70,63,15576,6,7,2,5,0,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,4,1,308,0,0,160,0,0,0,0,3,6,3,3,3,3,0,3,4,4,1,1,1,7,1,3,10,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,3,0,21147,1680,95,2,32,177000
"409",60,109,14154,7,5,6,6,350,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,6,3,947,192,62,0,0,0,0,0,8,6,4,3,3,3,4,4,4,5,1,1,1,7,1,3,14,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,4,1,22284,2172,4,3,1,280000
"410",60,85,10800,8,5,6,6,100,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,6,3,836,0,102,0,0,0,0,0,4,6,4,3,3,3,4,5,4,5,1,6,1,7,2,3,14,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,3,1,18147,2078,3,2,0,339750
"411",20,68,9571,5,3,4,4,0,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,4,1,350,0,0,0,0,0,0,0,6,6,3,2,3,3,0,3,2,3,1,1,1,4,1,3,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,15093,1276,52,1,51,60000
"412",190,100,34650,5,5,4,4,0,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,4,2,572,264,0,0,0,0,0,0,1,6,3,3,3,3,0,3,2,3,2,3,1,7,2,3,3,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,0,39810,1056,55,4,51,145000
"413",20,72.5,4403,7,5,6,6,432,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,6,2,484,0,144,0,0,0,0,0,6,6,5,3,3,3,4,4,4,5,3,6,1,7,2,3,9,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,3,1,11431.5,1478,1,0,1,222000
"414",30,56,8960,5,6,2,3,0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,2,2,360,0,0,130,0,0,0,0,3,6,3,3,3,3,4,3,3,3,1,1,1,7,1,3,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,13578,1028,83,0,60,115000
"415",60,59,11228,7,5,6,6,0,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,6,3,678,196,187,0,0,0,0,0,12,6,4,3,3,3,3,4,4,4,1,4,6,7,1,3,14,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,18702,2097,17,2,15,228000
"416",20,73,8899,7,5,6,6,0,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,6,2,396,100,30,0,0,0,0,0,8,6,4,3,3,3,0,4,4,4,3,6,1,7,2,3,9,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,2,1,14858,1340,3,3,0,181134
"417",60,74,7844,6,7,5,5,203,209,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,5,2,440,0,0,0,0,0,0,0,3,6,3,3,3,3,3,3,2,3,1,5,1,7,2,3,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,12705,1400,32,4,28,149500
"418",70,86,22420,6,6,2,3,0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,2,3,864,0,0,0,0,0,0,0,11,6,3,3,3,3,4,3,2,4,1,4,1,7,1,3,10,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,3,0,31358,2624,92,3,57,239000
"419",50,60,8160,5,6,3,3,0,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,3,1,240,0,0,0,0,0,0,0,4,6,3,3,3,3,0,3,1,3,1,5,1,7,1,3,4,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,12240,1134,70,3,57,126000
"420",20,65,8450,5,6,4,4,0,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,4,1,304,0,85,184,0,0,0,0,7,6,3,3,3,3,2,3,4,3,1,4,1,7,1,3,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,2,0,13312,1056,42,0,42,142000
"421",90,78,7060,7,5,6,6,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,6,4,784,0,0,0,0,0,0,0,11,6,3,4,3,3,0,3,4,4,4,6,1,7,2,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,2,0,13498,1344,13,2,10,206300
"422",20,80,16635,6,7,5,6,126,1246,0,356,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,5,2,529,240,0,0,0,0,0,0,6,6,4,3,3,3,3,4,3,4,1,5,1,7,2,3,9,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,2,0,24018,1602,33,1,9,215000
"423",20,100,21750,5,5,4,4,0,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,4,2,520,0,0,0,0,0,0,0,2,6,3,3,3,3,0,3,4,3,1,1,1,7,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,0,26322,988,56,2,54,113000
"424",60,80,9200,8,5,6,6,473,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,6,3,696,0,66,0,0,0,0,0,6,6,4,3,3,3,3,4,3,4,1,6,1,7,2,3,14,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,4,0,18715,2630,12,2,10,315000
"425",20,72,9000,6,5,4,4,74,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,4,1,297,0,44,0,0,0,0,0,5,6,3,3,3,3,4,3,3,4,1,2,1,7,1,3,9,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,14271,1196,54,2,52,139000
"426",60,60,3378,7,8,3,6,0,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,3,1,240,0,0,126,0,0,0,0,9,6,3,4,3,3,4,3,3,3,1,1,1,7,1,3,14,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,7884,1389,64,1,17,135000
"427",80,67,12800,7,5,5,5,145,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,5,2,569,80,0,0,0,396,0,0,8,6,4,3,3,3,3,4,3,4,4,6,1,7,2,3,8,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,20381,1644,21,1,20,275000
"428",20,77,8593,4,6,4,4,0,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,4,1,352,0,0,0,0,0,0,0,7,6,3,3,3,3,0,3,4,3,1,3,1,7,1,3,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,12650,907,53,2,51,109008
"429",20,64,6762,7,5,6,6,108,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,6,2,628,105,54,0,0,0,0,0,9,6,4,3,3,3,0,4,4,4,1,6,1,7,1,3,9,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,2,1,12553,1208,3,3,0,195400
"430",20,130,11457,6,5,5,5,0,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,5,2,576,0,0,169,0,0,0,0,3,6,3,3,3,3,3,4,2,4,2,6,1,7,1,3,9,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,3,0,17940,1412,22,1,21,175000
"431",160,21,1680,6,5,4,4,232,387,0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,4,1,264,0,0,0,0,0,0,0,7,6,3,3,3,3,0,3,2,3,1,5,1,7,1,3,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,5137,987,39,2,37,85400
"432",50,60,5586,6,7,2,6,0,0,0,901,901,1088,110,0,1198,0,0,1,0,4,1,7,0,2,0,0,0,98,0,0,0,0,0,9,6,3,3,0,0,0,3,3,3,1,1,1,7,0,2,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,9942,1198,90,2,10,79900
"433",160,24,1920,5,5,4,4,376,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,4,2,440,240,36,0,0,0,0,0,8,6,3,3,3,3,0,3,4,3,1,5,1,3,1,3,11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7296,1365,39,3,36,122500
"434",60,100,10839,6,5,6,6,0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,6,2,470,0,36,0,0,0,0,0,7,6,3,3,3,3,3,3,4,4,1,1,1,7,2,3,14,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,2,0,16505,1604,13,2,10,181000
"435",180,21,1890,4,7,5,5,0,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,5,0,0,88,0,0,0,0,0,0,6,6,3,4,0,0,0,3,3,4,3,5,1,7,0,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,4519,630,38,2,36,81000
"436",60,43,10667,7,6,6,6,0,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,6,2,550,158,61,0,0,0,0,0,4,6,4,3,3,3,3,4,4,4,3,6,5,7,1,3,14,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,16399,1661,14,1,13,212000
"437",50,40,4400,6,8,2,3,0,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,5,2,440,0,0,0,0,0,0,0,10,6,3,3,3,3,0,3,2,2,1,1,1,7,1,3,4,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,8412,1118,90,4,56,116000
"438",45,50,6000,6,7,2,6,0,0,0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,2,1,180,0,0,105,0,0,0,0,1,6,4,3,3,3,0,3,3,3,1,1,1,7,1,3,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,9911,904,84,1,5,119000
"439",30,40,4280,5,6,2,6,0,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,5,1,352,0,0,34,0,0,0,0,3,6,3,3,4,3,4,4,2,3,1,2,1,7,1,2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,3,0,6974,694,97,3,5,90350
"440",50,67,12354,6,8,2,6,0,0,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,6,2,528,0,46,0,0,0,0,800,8,6,3,3,3,3,0,4,3,3,2,1,1,7,1,4,4,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,16755,1196,90,1,9,110000
"441",20,105,15431,10,5,6,6,200,1767,539,788,3094,2402,0,0,2402,1,0,2,0,2,1,10,2,6,3,672,0,72,0,0,170,0,0,4,6,5,3,3,3,4,5,4,5,4,6,5,7,2,3,9,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,4,0,27642,2402,2,1,1,555000
"442",90,92,12108,4,4,4,4,270,133,0,1307,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,4,0,0,0,0,0,0,0,0,0,9,6,3,3,0,0,0,2,2,3,1,5,1,7,0,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,18230,1440,55,2,53,118000
"443",50,52,6240,5,7,2,6,0,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,2,2,360,0,0,0,0,0,0,0,6,6,3,3,3,3,4,3,2,3,1,1,1,7,1,3,4,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,11954,1573,80,2,16,162900
"444",120,53,3922,7,5,6,6,72,0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,6,3,648,144,16,0,0,0,0,0,6,6,4,3,3,3,4,4,4,5,3,1,1,7,2,3,13,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,2,1,9887,1258,4,3,0,172500
"445",60,70,8750,7,5,6,6,0,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,6,2,493,144,133,0,0,0,0,0,7,6,4,4,3,3,3,4,4,4,1,6,1,7,1,3,14,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,15236,1908,16,2,13,210000
"446",20,73,9855,6,5,4,4,0,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,4,2,480,0,0,0,0,0,0,0,11,6,3,3,3,3,4,3,1,3,1,1,1,7,1,2,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,16658,1689,54,1,53,127500
"447",20,137,16492,6,6,4,6,0,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,4,2,578,0,0,0,0,0,0,0,6,6,4,3,3,3,4,4,4,3,1,5,3,4,2,3,9,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,2,0,24017,1888,44,0,8,190000
"448",60,64,11214,7,5,6,6,0,0,0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,6,2,431,89,0,0,0,0,0,0,7,6,4,3,3,3,3,4,3,4,1,1,1,7,2,3,14,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,2,0,17430,1886,12,4,7,199900
"449",50,50,8600,6,6,3,3,0,0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,3,1,198,0,0,0,0,0,0,0,6,6,3,3,3,3,4,3,2,3,1,1,1,7,1,3,4,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,13160,1376,73,4,56,119500
"450",50,50,6000,3,7,3,6,0,331,0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,5,1,308,0,176,0,0,0,0,0,6,6,3,4,3,3,0,3,4,3,1,5,1,7,1,3,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,10198,1183,62,3,5,120000
"451",30,70,5684,6,8,2,6,0,0,0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,3,1,270,0,113,0,0,0,0,0,6,6,3,3,2,2,0,4,4,3,1,1,1,7,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,9389,813,80,4,1,110000
"452",20,62,70761,7,5,5,5,0,655,0,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,5,2,576,200,54,0,0,0,0,0,12,6,3,3,3,3,3,4,2,4,4,5,1,7,1,3,9,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,77785,1533,35,4,31,280000
"453",60,82,9303,6,5,6,6,42,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,6,2,422,144,122,0,0,0,0,0,7,6,4,3,3,3,0,3,4,5,1,5,1,7,2,3,14,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,3,0,15371,1756,14,3,10,204000
"454",60,75,9000,8,5,6,6,0,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,6,2,676,0,30,0,0,0,0,0,6,6,4,3,3,3,0,4,4,4,1,1,1,7,1,3,14,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,0,14497,1590,2,1,1,210000
"455",90,63,9297,5,5,5,5,0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,5,2,560,0,0,0,0,0,0,0,7,6,3,3,3,3,0,3,2,3,1,5,1,7,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,16832,1728,34,4,30,188000
